"sim","rank","abund","nparts","s0","n0"
1,1,1,"3193032",21,91
1,2,1,"3193032",21,91
1,3,1,"3193032",21,91
1,4,1,"3193032",21,91
1,5,1,"3193032",21,91
1,6,1,"3193032",21,91
1,7,1,"3193032",21,91
1,8,1,"3193032",21,91
1,9,2,"3193032",21,91
1,10,3,"3193032",21,91
1,11,3,"3193032",21,91
1,12,3,"3193032",21,91
1,13,3,"3193032",21,91
1,14,4,"3193032",21,91
1,15,4,"3193032",21,91
1,16,4,"3193032",21,91
1,17,8,"3193032",21,91
1,18,9,"3193032",21,91
1,19,11,"3193032",21,91
1,20,11,"3193032",21,91
1,21,18,"3193032",21,91
2,1,1,"3193032",21,91
2,2,1,"3193032",21,91
2,3,1,"3193032",21,91
2,4,1,"3193032",21,91
2,5,1,"3193032",21,91
2,6,1,"3193032",21,91
2,7,1,"3193032",21,91
2,8,1,"3193032",21,91
2,9,1,"3193032",21,91
2,10,1,"3193032",21,91
2,11,2,"3193032",21,91
2,12,2,"3193032",21,91
2,13,2,"3193032",21,91
2,14,3,"3193032",21,91
2,15,4,"3193032",21,91
2,16,6,"3193032",21,91
2,17,8,"3193032",21,91
2,18,8,"3193032",21,91
2,19,12,"3193032",21,91
2,20,17,"3193032",21,91
2,21,17,"3193032",21,91
3,1,1,"3193032",21,91
3,2,1,"3193032",21,91
3,3,1,"3193032",21,91
3,4,1,"3193032",21,91
3,5,1,"3193032",21,91
3,6,1,"3193032",21,91
3,7,1,"3193032",21,91
3,8,1,"3193032",21,91
3,9,1,"3193032",21,91
3,10,2,"3193032",21,91
3,11,2,"3193032",21,91
3,12,2,"3193032",21,91
3,13,2,"3193032",21,91
3,14,2,"3193032",21,91
3,15,2,"3193032",21,91
3,16,3,"3193032",21,91
3,17,4,"3193032",21,91
3,18,10,"3193032",21,91
3,19,15,"3193032",21,91
3,20,18,"3193032",21,91
3,21,20,"3193032",21,91
4,1,1,"3193032",21,91
4,2,1,"3193032",21,91
4,3,1,"3193032",21,91
4,4,1,"3193032",21,91
4,5,1,"3193032",21,91
4,6,1,"3193032",21,91
4,7,1,"3193032",21,91
4,8,2,"3193032",21,91
4,9,2,"3193032",21,91
4,10,2,"3193032",21,91
4,11,3,"3193032",21,91
4,12,4,"3193032",21,91
4,13,4,"3193032",21,91
4,14,4,"3193032",21,91
4,15,6,"3193032",21,91
4,16,6,"3193032",21,91
4,17,9,"3193032",21,91
4,18,9,"3193032",21,91
4,19,9,"3193032",21,91
4,20,11,"3193032",21,91
4,21,13,"3193032",21,91
5,1,1,"3193032",21,91
5,2,1,"3193032",21,91
5,3,1,"3193032",21,91
5,4,1,"3193032",21,91
5,5,1,"3193032",21,91
5,6,1,"3193032",21,91
5,7,1,"3193032",21,91
5,8,1,"3193032",21,91
5,9,1,"3193032",21,91
5,10,1,"3193032",21,91
5,11,4,"3193032",21,91
5,12,4,"3193032",21,91
5,13,4,"3193032",21,91
5,14,6,"3193032",21,91
5,15,7,"3193032",21,91
5,16,7,"3193032",21,91
5,17,7,"3193032",21,91
5,18,7,"3193032",21,91
5,19,8,"3193032",21,91
5,20,10,"3193032",21,91
5,21,17,"3193032",21,91
6,1,1,"3193032",21,91
6,2,1,"3193032",21,91
6,3,1,"3193032",21,91
6,4,1,"3193032",21,91
6,5,1,"3193032",21,91
6,6,1,"3193032",21,91
6,7,1,"3193032",21,91
6,8,1,"3193032",21,91
6,9,1,"3193032",21,91
6,10,1,"3193032",21,91
6,11,1,"3193032",21,91
6,12,2,"3193032",21,91
6,13,3,"3193032",21,91
6,14,3,"3193032",21,91
6,15,4,"3193032",21,91
6,16,6,"3193032",21,91
6,17,8,"3193032",21,91
6,18,10,"3193032",21,91
6,19,11,"3193032",21,91
6,20,16,"3193032",21,91
6,21,17,"3193032",21,91
7,1,1,"3193032",21,91
7,2,1,"3193032",21,91
7,3,1,"3193032",21,91
7,4,1,"3193032",21,91
7,5,1,"3193032",21,91
7,6,1,"3193032",21,91
7,7,1,"3193032",21,91
7,8,1,"3193032",21,91
7,9,2,"3193032",21,91
7,10,3,"3193032",21,91
7,11,3,"3193032",21,91
7,12,3,"3193032",21,91
7,13,4,"3193032",21,91
7,14,4,"3193032",21,91
7,15,4,"3193032",21,91
7,16,4,"3193032",21,91
7,17,5,"3193032",21,91
7,18,8,"3193032",21,91
7,19,10,"3193032",21,91
7,20,12,"3193032",21,91
7,21,21,"3193032",21,91
8,1,1,"3193032",21,91
8,2,1,"3193032",21,91
8,3,1,"3193032",21,91
8,4,1,"3193032",21,91
8,5,1,"3193032",21,91
8,6,1,"3193032",21,91
8,7,1,"3193032",21,91
8,8,1,"3193032",21,91
8,9,2,"3193032",21,91
8,10,3,"3193032",21,91
8,11,4,"3193032",21,91
8,12,4,"3193032",21,91
8,13,4,"3193032",21,91
8,14,4,"3193032",21,91
8,15,5,"3193032",21,91
8,16,5,"3193032",21,91
8,17,7,"3193032",21,91
8,18,7,"3193032",21,91
8,19,10,"3193032",21,91
8,20,12,"3193032",21,91
8,21,16,"3193032",21,91
9,1,1,"3193032",21,91
9,2,2,"3193032",21,91
9,3,2,"3193032",21,91
9,4,2,"3193032",21,91
9,5,2,"3193032",21,91
9,6,2,"3193032",21,91
9,7,2,"3193032",21,91
9,8,2,"3193032",21,91
9,9,3,"3193032",21,91
9,10,3,"3193032",21,91
9,11,3,"3193032",21,91
9,12,3,"3193032",21,91
9,13,4,"3193032",21,91
9,14,4,"3193032",21,91
9,15,4,"3193032",21,91
9,16,6,"3193032",21,91
9,17,6,"3193032",21,91
9,18,9,"3193032",21,91
9,19,10,"3193032",21,91
9,20,10,"3193032",21,91
9,21,11,"3193032",21,91
10,1,1,"3193032",21,91
10,2,1,"3193032",21,91
10,3,1,"3193032",21,91
10,4,2,"3193032",21,91
10,5,2,"3193032",21,91
10,6,2,"3193032",21,91
10,7,2,"3193032",21,91
10,8,2,"3193032",21,91
10,9,2,"3193032",21,91
10,10,2,"3193032",21,91
10,11,2,"3193032",21,91
10,12,2,"3193032",21,91
10,13,2,"3193032",21,91
10,14,3,"3193032",21,91
10,15,4,"3193032",21,91
10,16,5,"3193032",21,91
10,17,8,"3193032",21,91
10,18,10,"3193032",21,91
10,19,11,"3193032",21,91
10,20,11,"3193032",21,91
10,21,16,"3193032",21,91
11,1,1,"3193032",21,91
11,2,1,"3193032",21,91
11,3,2,"3193032",21,91
11,4,2,"3193032",21,91
11,5,2,"3193032",21,91
11,6,2,"3193032",21,91
11,7,3,"3193032",21,91
11,8,3,"3193032",21,91
11,9,3,"3193032",21,91
11,10,3,"3193032",21,91
11,11,3,"3193032",21,91
11,12,3,"3193032",21,91
11,13,3,"3193032",21,91
11,14,3,"3193032",21,91
11,15,4,"3193032",21,91
11,16,5,"3193032",21,91
11,17,5,"3193032",21,91
11,18,6,"3193032",21,91
11,19,6,"3193032",21,91
11,20,11,"3193032",21,91
11,21,20,"3193032",21,91
12,1,1,"3193032",21,91
12,2,1,"3193032",21,91
12,3,1,"3193032",21,91
12,4,1,"3193032",21,91
12,5,2,"3193032",21,91
12,6,2,"3193032",21,91
12,7,2,"3193032",21,91
12,8,2,"3193032",21,91
12,9,3,"3193032",21,91
12,10,5,"3193032",21,91
12,11,5,"3193032",21,91
12,12,5,"3193032",21,91
12,13,5,"3193032",21,91
12,14,5,"3193032",21,91
12,15,5,"3193032",21,91
12,16,6,"3193032",21,91
12,17,6,"3193032",21,91
12,18,7,"3193032",21,91
12,19,7,"3193032",21,91
12,20,7,"3193032",21,91
12,21,13,"3193032",21,91
13,1,1,"3193032",21,91
13,2,1,"3193032",21,91
13,3,1,"3193032",21,91
13,4,1,"3193032",21,91
13,5,1,"3193032",21,91
13,6,1,"3193032",21,91
13,7,2,"3193032",21,91
13,8,2,"3193032",21,91
13,9,2,"3193032",21,91
13,10,2,"3193032",21,91
13,11,2,"3193032",21,91
13,12,3,"3193032",21,91
13,13,3,"3193032",21,91
13,14,4,"3193032",21,91
13,15,6,"3193032",21,91
13,16,6,"3193032",21,91
13,17,7,"3193032",21,91
13,18,8,"3193032",21,91
13,19,10,"3193032",21,91
13,20,12,"3193032",21,91
13,21,16,"3193032",21,91
14,1,1,"3193032",21,91
14,2,1,"3193032",21,91
14,3,1,"3193032",21,91
14,4,1,"3193032",21,91
14,5,1,"3193032",21,91
14,6,1,"3193032",21,91
14,7,1,"3193032",21,91
14,8,2,"3193032",21,91
14,9,3,"3193032",21,91
14,10,3,"3193032",21,91
14,11,5,"3193032",21,91
14,12,5,"3193032",21,91
14,13,5,"3193032",21,91
14,14,5,"3193032",21,91
14,15,5,"3193032",21,91
14,16,5,"3193032",21,91
14,17,6,"3193032",21,91
14,18,6,"3193032",21,91
14,19,8,"3193032",21,91
14,20,13,"3193032",21,91
14,21,13,"3193032",21,91
15,1,1,"3193032",21,91
15,2,1,"3193032",21,91
15,3,2,"3193032",21,91
15,4,2,"3193032",21,91
15,5,2,"3193032",21,91
15,6,2,"3193032",21,91
15,7,2,"3193032",21,91
15,8,2,"3193032",21,91
15,9,3,"3193032",21,91
15,10,3,"3193032",21,91
15,11,3,"3193032",21,91
15,12,3,"3193032",21,91
15,13,3,"3193032",21,91
15,14,3,"3193032",21,91
15,15,5,"3193032",21,91
15,16,5,"3193032",21,91
15,17,5,"3193032",21,91
15,18,10,"3193032",21,91
15,19,10,"3193032",21,91
15,20,10,"3193032",21,91
15,21,14,"3193032",21,91
16,1,1,"3193032",21,91
16,2,1,"3193032",21,91
16,3,1,"3193032",21,91
16,4,1,"3193032",21,91
16,5,1,"3193032",21,91
16,6,1,"3193032",21,91
16,7,2,"3193032",21,91
16,8,2,"3193032",21,91
16,9,2,"3193032",21,91
16,10,2,"3193032",21,91
16,11,5,"3193032",21,91
16,12,5,"3193032",21,91
16,13,6,"3193032",21,91
16,14,6,"3193032",21,91
16,15,6,"3193032",21,91
16,16,7,"3193032",21,91
16,17,7,"3193032",21,91
16,18,7,"3193032",21,91
16,19,8,"3193032",21,91
16,20,10,"3193032",21,91
16,21,10,"3193032",21,91
17,1,1,"3193032",21,91
17,2,1,"3193032",21,91
17,3,1,"3193032",21,91
