"sim","rank","abund","nparts","s0","n0"
1,1,1,"15",149,156
1,2,1,"15",149,156
1,3,1,"15",149,156
1,4,1,"15",149,156
1,5,1,"15",149,156
1,6,1,"15",149,156
1,7,1,"15",149,156
1,8,1,"15",149,156
1,9,1,"15",149,156
1,10,1,"15",149,156
1,11,1,"15",149,156
1,12,1,"15",149,156
1,13,1,"15",149,156
1,14,1,"15",149,156
1,15,1,"15",149,156
1,16,1,"15",149,156
1,17,1,"15",149,156
1,18,1,"15",149,156
1,19,1,"15",149,156
1,20,1,"15",149,156
1,21,1,"15",149,156
1,22,1,"15",149,156
1,23,1,"15",149,156
1,24,1,"15",149,156
1,25,1,"15",149,156
1,26,1,"15",149,156
1,27,1,"15",149,156
1,28,1,"15",149,156
1,29,1,"15",149,156
1,30,1,"15",149,156
1,31,1,"15",149,156
1,32,1,"15",149,156
1,33,1,"15",149,156
1,34,1,"15",149,156
1,35,1,"15",149,156
1,36,1,"15",149,156
1,37,1,"15",149,156
1,38,1,"15",149,156
1,39,1,"15",149,156
1,40,1,"15",149,156
1,41,1,"15",149,156
1,42,1,"15",149,156
1,43,1,"15",149,156
1,44,1,"15",149,156
1,45,1,"15",149,156
1,46,1,"15",149,156
1,47,1,"15",149,156
1,48,1,"15",149,156
1,49,1,"15",149,156
1,50,1,"15",149,156
1,51,1,"15",149,156
1,52,1,"15",149,156
1,53,1,"15",149,156
1,54,1,"15",149,156
1,55,1,"15",149,156
1,56,1,"15",149,156
1,57,1,"15",149,156
1,58,1,"15",149,156
1,59,1,"15",149,156
1,60,1,"15",149,156
1,61,1,"15",149,156
1,62,1,"15",149,156
1,63,1,"15",149,156
1,64,1,"15",149,156
1,65,1,"15",149,156
1,66,1,"15",149,156
1,67,1,"15",149,156
1,68,1,"15",149,156
1,69,1,"15",149,156
1,70,1,"15",149,156
1,71,1,"15",149,156
1,72,1,"15",149,156
1,73,1,"15",149,156
1,74,1,"15",149,156
1,75,1,"15",149,156
1,76,1,"15",149,156
1,77,1,"15",149,156
1,78,1,"15",149,156
1,79,1,"15",149,156
1,80,1,"15",149,156
1,81,1,"15",149,156
1,82,1,"15",149,156
1,83,1,"15",149,156
1,84,1,"15",149,156
1,85,1,"15",149,156
1,86,1,"15",149,156
1,87,1,"15",149,156
1,88,1,"15",149,156
1,89,1,"15",149,156
1,90,1,"15",149,156
1,91,1,"15",149,156
1,92,1,"15",149,156
1,93,1,"15",149,156
1,94,1,"15",149,156
1,95,1,"15",149,156
1,96,1,"15",149,156
1,97,1,"15",149,156
1,98,1,"15",149,156
1,99,1,"15",149,156
1,100,1,"15",149,156
1,101,1,"15",149,156
1,102,1,"15",149,156
1,103,1,"15",149,156
1,104,1,"15",149,156
1,105,1,"15",149,156
1,106,1,"15",149,156
1,107,1,"15",149,156
1,108,1,"15",149,156
1,109,1,"15",149,156
1,110,1,"15",149,156
1,111,1,"15",149,156
1,112,1,"15",149,156
1,113,1,"15",149,156
1,114,1,"15",149,156
1,115,1,"15",149,156
1,116,1,"15",149,156
1,117,1,"15",149,156
1,118,1,"15",149,156
1,119,1,"15",149,156
1,120,1,"15",149,156
1,121,1,"15",149,156
1,122,1,"15",149,156
1,123,1,"15",149,156
1,124,1,"15",149,156
1,125,1,"15",149,156
1,126,1,"15",149,156
1,127,1,"15",149,156
1,128,1,"15",149,156
1,129,1,"15",149,156
1,130,1,"15",149,156
1,131,1,"15",149,156
1,132,1,"15",149,156
1,133,1,"15",149,156
1,134,1,"15",149,156
1,135,1,"15",149,156
1,136,1,"15",149,156
1,137,1,"15",149,156
1,138,1,"15",149,156
1,139,1,"15",149,156
1,140,1,"15",149,156
1,141,1,"15",149,156
1,142,1,"15",149,156
1,143,1,"15",149,156
1,144,1,"15",149,156
1,145,1,"15",149,156
1,146,1,"15",149,156
1,147,2,"15",149,156
1,148,2,"15",149,156
1,149,6,"15",149,156
2,1,1,"15",149,156
2,2,1,"15",149,156
2,3,1,"15",149,156
2,4,1,"15",149,156
2,5,1,"15",149,156
2,6,1,"15",149,156
2,7,1,"15",149,156
2,8,1,"15",149,156
2,9,1,"15",149,156
2,10,1,"15",149,156
2,11,1,"15",149,156
2,12,1,"15",149,156
2,13,1,"15",149,156
2,14,1,"15",149,156
2,15,1,"15",149,156
2,16,1,"15",149,156
2,17,1,"15",149,156
2,18,1,"15",149,156
2,19,1,"15",149,156
2,20,1,"15",149,156
2,21,1,"15",149,156
2,22,1,"15",149,156
2,23,1,"15",149,156
2,24,1,"15",149,156
2,25,1,"15",149,156
2,26,1,"15",149,156
2,27,1,"15",149,156
2,28,1,"15",149,156
2,29,1,"15",149,156
2,30,1,"15",149,156
2,31,1,"15",149,156
2,32,1,"15",149,156
2,33,1,"15",149,156
2,34,1,"15",149,156
2,35,1,"15",149,156
2,36,1,"15",149,156
2,37,1,"15",149,156
2,38,1,"15",149,156
2,39,1,"15",149,156
2,40,1,"15",149,156
2,41,1,"15",149,156
2,42,1,"15",149,156
2,43,1,"15",149,156
2,44,1,"15",149,156
2,45,1,"15",149,156
2,46,1,"15",149,156
2,47,1,"15",149,156
2,48,1,"15",149,156
2,49,1,"15",149,156
2,50,1,"15",149,156
2,51,1,"15",149,156
2,52,1,"15",149,156
2,53,1,"15",149,156
2,54,1,"15",149,156
2,55,1,"15",149,156
2,56,1,"15",149,156
2,57,1,"15",149,156
2,58,1,"15",149,156
2,59,1,"15",149,156
2,60,1,"15",149,156
2,61,1,"15",149,156
2,62,1,"15",149,156
2,63,1,"15",149,156
2,64,1,"15",149,156
2,65,1,"15",149,156
2,66,1,"15",149,156
2,67,1,"15",149,156
2,68,1,"15",149,156
2,69,1,"15",149,156
2,70,1,"15",149,156
2,71,1,"15",149,156
2,72,1,"15",149,156
2,73,1,"15",149,156
2,74,1,"15",149,156
2,75,1,"15",149,156
2,76,1,"15",149,156
2,77,1,"15",149,156
2,78,1,"15",149,156
2,79,1,"15",149,156
2,80,1,"15",149,156
2,81,1,"15",149,156
2,82,1,"15",149,156
2,83,1,"15",149,156
2,84,1,"15",149,156
2,85,1,"15",149,156
2,86,1,"15",149,156
2,87,1,"15",149,156
2,88,1,"15",149,156
2,89,1,"15",149,156
2,90,1,"15",149,156
2,91,1,"15",149,156
2,92,1,"15",149,156
2,93,1,"15",149,156
2,94,1,"15",149,156
2,95,1,"15",149,156
2,96,1,"15",149,156
2,97,1,"15",149,156
2,98,1,"15",149,156
2,99,1,"15",149,156
2,100,1,"15",149,156
2,101,1,"15",149,156
2,102,1,"15",149,156
2,103,1,"15",149,156
2,104,1,"15",149,156
2,105,1,"15",149,156
2,106,1,"15",149,156
2,107,1,"15",149,156
2,108,1,"15",149,156
2,109,1,"15",149,156
2,110,1,"15",149,156
2,111,1,"15",149,156
2,112,1,"15",149,156
2,113,1,"15",149,156
2,114,1,"15",149,156
2,115,1,"15",149,156
2,116,1,"15",149,156
2,117,1,"15",149,156
2,118,1,"15",149,156
2,119,1,"15",149,156
2,120,1,"15",149,156
2,121,1,"15",149,156
2,122,1,"15",149,156
2,123,1,"15",149,156
2,124,1,"15",149,156
2,125,1,"15",149,156
2,126,1,"15",149,156
2,127,1,"15",149,156
2,128,1,"15",149,156
2,129,1,"15",149,156
2,130,1,"15",149,156
2,131,1,"15",149,156
2,132,1,"15",149,156
2,133,1,"15",149,156
2,134,1,"15",149,156
2,135,1,"15",149,156
2,136,1,"15",149,156
2,137,1,"15",149,156
2,138,1,"15",149,156
2,139,1,"15",149,156
2,140,1,"15",149,156
2,141,1,"15",149,156
2,142,1,"15",149,156
2,143,1,"15",149,156
2,144,1,"15",149,156
2,145,1,"15",149,156
2,146,1,"15",149,156
2,147,1,"15",149,156
2,148,1,"15",149,156
2,149,8,"15",149,156
3,1,1,"15",149,156
3,2,1,"15",149,156
3,3,1,"15",149,156
3,4,1,"15",149,156
3,5,1,"15",149,156
3,6,1,"15",149,156
3,7,1,"15",149,156
3,8,1,"15",149,156
3,9,1,"15",149,156
3,10,1,"15",149,156
3,11,1,"15",149,156
3,12,1,"15",149,156
3,13,1,"15",149,156
3,14,1,"15",149,156
3,15,1,"15",149,156
3,16,1,"15",149,156
3,17,1,"15",149,156
3,18,1,"15",149,156
3,19,1,"15",149,156
3,20,1,"15",149,156
3,21,1,"15",149,156
3,22,1,"15",149,156
3,23,1,"15",149,156
3,24,1,"15",149,156
3,25,1,"15",149,156
3,26,1,"15",149,156
3,27,1,"15",149,156
3,28,1,"15",149,156
3,29,1,"15",149,156
3,30,1,"15",149,156
3,31,1,"15",149,156
3,32,1,"15",149,156
3,33,1,"15",149,156
3,34,1,"15",149,156
3,35,1,"15",149,156
3,36,1,"15",149,156
3,37,1,"15",149,156
3,38,1,"15",149,156
3,39,1,"15",149,156
3,40,1,"15",149,156
3,41,1,"15",149,156
3,42,1,"15",149,156
3,43,1,"15",149,156
3,44,1,"15",149,156
3,45,1,"15",149,156
3,46,1,"15",149,156
3,47,1,"15",149,156
3,48,1,"15",149,156
3,49,1,"15",149,156
3,50,1,"15",149,156
3,51,1,"15",149,156
3,52,1,"15",149,156
3,53,1,"15",149,156
3,54,1,"15",149,156
3,55,1,"15",149,156
3,56,1,"15",149,156
3,57,1,"15",149,156
3,58,1,"15",149,156
3,59,1,"15",149,156
3,60,1,"15",149,156
3,61,1,"15",149,156
3,62,1,"15",149,156
3,63,1,"15",149,156
3,64,1,"15",149,156
3,65,1,"15",149,156
3,66,1,"15",149,156
3,67,1,"15",149,156
3,68,1,"15",149,156
3,69,1,"15",149,156
3,70,1,"15",149,156
3,71,1,"15",149,156
3,72,1,"15",149,156
3,73,1,"15",149,156
3,74,1,"15",149,156
3,75,1,"15",149,156
3,76,1,"15",149,156
3,77,1,"15",149,156
3,78,1,"15",149,156
3,79,1,"15",149,156
3,80,1,"15",149,156
3,81,1,"15",149,156
3,82,1,"15",149,156
3,83,1,"15",149,156
3,84,1,"15",149,156
3,85,1,"15",149,156
3,86,1,"15",149,156
3,87,1,"15",149,156
3,88,1,"15",149,156
3,89,1,"15",149,156
3,90,1,"15",149,156
3,91,1,"15",149,156
3,92,1,"15",149,156
3,93,1,"15",149,156
3,94,1,"15",149,156
3,95,1,"15",149,156
3,96,1,"15",149,156
3,97,1,"15",149,156
3,98,1,"15",149,156
3,99,1,"15",149,156
3,100,1,"15",149,156
3,101,1,"15",149,156
3,102,1,"15",149,156
3,103,1,"15",149,156
3,104,1,"15",149,156
3,105,1,"15",149,156
3,106,1,"15",149,156
3,107,1,"15",149,156
3,108,1,"15",149,156
3,109,1,"15",149,156
3,110,1,"15",149,156
3,111,1,"15",149,156
3,112,1,"15",149,156
3,113,1,"15",149,156
3,114,1,"15",149,156
3,115,1,"15",149,156
3,116,1,"15",149,156
3,117,1,"15",149,156
3,118,1,"15",149,156
3,119,1,"15",149,156
3,120,1,"15",149,156
3,121,1,"15",149,156
3,122,1,"15",149,156
3,123,1,"15",149,156
3,124,1,"15",149,156
3,125,1,"15",149,156
3,126,1,"15",149,156
3,127,1,"15",149,156
3,128,1,"15",149,156
3,129,1,"15",149,156
3,130,1,"15",149,156
3,131,1,"15",149,156
3,132,1,"15",149,156
3,133,1,"15",149,156
3,134,1,"15",149,156
3,135,1,"15",149,156
3,136,1,"15",149,156
3,137,1,"15",149,156
3,138,1,"15",149,156
3,139,1,"15",149,156
3,140,1,"15",149,156
3,141,1,"15",149,156
3,142,1,"15",149,156
3,143,1,"15",149,156
3,144,2,"15",149,156
3,145,2,"15",149,156
3,146,2,"15",149,156
3,147,2,"15",149,156
3,148,2,"15",149,156
3,149,3,"15",149,156
4,1,1,"15",149,156
4,2,1,"15",149,156
4,3,1,"15",149,156
4,4,1,"15",149,156
4,5,1,"15",149,156
4,6,1,"15",149,156
4,7,1,"15",149,156
4,8,1,"15",149,156
4,9,1,"15",149,156
4,10,1,"15",149,156
4,11,1,"15",149,156
4,12,1,"15",149,156
4,13,1,"15",149,156
4,14,1,"15",149,156
4,15,1,"15",149,156
