"sim","rank","abund","nparts","s0","n0"
1,1,6,"182702",5,149
1,2,7,"182702",5,149
1,3,13,"182702",5,149
1,4,37,"182702",5,149
1,5,86,"182702",5,149
2,1,19,"182702",5,149
2,2,28,"182702",5,149
2,3,30,"182702",5,149
2,4,33,"182702",5,149
2,5,39,"182702",5,149
3,1,5,"182702",5,149
3,2,19,"182702",5,149
3,3,38,"182702",5,149
3,4,42,"182702",5,149
3,5,45,"182702",5,149
4,1,5,"182702",5,149
4,2,9,"182702",5,149
4,3,25,"182702",5,149
4,4,44,"182702",5,149
4,5,66,"182702",5,149
5,1,10,"182702",5,149
5,2,12,"182702",5,149
5,3,14,"182702",5,149
5,4,44,"182702",5,149
5,5,69,"182702",5,149
6,1,5,"182702",5,149
6,2,15,"182702",5,149
6,3,16,"182702",5,149
6,4,20,"182702",5,149
6,5,93,"182702",5,149
7,1,12,"182702",5,149
7,2,12,"182702",5,149
7,3,12,"182702",5,149
7,4,31,"182702",5,149
7,5,82,"182702",5,149
8,1,8,"182702",5,149
8,2,15,"182702",5,149
8,3,25,"182702",5,149
8,4,48,"182702",5,149
8,5,53,"182702",5,149
9,1,12,"182702",5,149
9,2,26,"182702",5,149
9,3,31,"182702",5,149
9,4,36,"182702",5,149
9,5,44,"182702",5,149
10,1,20,"182702",5,149
10,2,26,"182702",5,149
10,3,33,"182702",5,149
10,4,35,"182702",5,149
10,5,35,"182702",5,149
11,1,12,"182702",5,149
11,2,22,"182702",5,149
11,3,31,"182702",5,149
11,4,39,"182702",5,149
11,5,45,"182702",5,149
12,1,1,"182702",5,149
12,2,7,"182702",5,149
12,3,7,"182702",5,149
12,4,13,"182702",5,149
12,5,121,"182702",5,149
13,1,13,"182702",5,149
13,2,23,"182702",5,149
13,3,31,"182702",5,149
13,4,31,"182702",5,149
13,5,51,"182702",5,149
14,1,15,"182702",5,149
14,2,16,"182702",5,149
14,3,24,"182702",5,149
14,4,37,"182702",5,149
14,5,57,"182702",5,149
15,1,19,"182702",5,149
15,2,20,"182702",5,149
15,3,20,"182702",5,149
15,4,24,"182702",5,149
15,5,66,"182702",5,149
16,1,7,"182702",5,149
16,2,15,"182702",5,149
16,3,28,"182702",5,149
16,4,41,"182702",5,149
16,5,58,"182702",5,149
17,1,12,"182702",5,149
17,2,20,"182702",5,149
17,3,24,"182702",5,149
17,4,25,"182702",5,149
17,5,68,"182702",5,149
18,1,9,"182702",5,149
18,2,9,"182702",5,149
18,3,27,"182702",5,149
18,4,46,"182702",5,149
18,5,58,"182702",5,149
19,1,3,"182702",5,149
19,2,19,"182702",5,149
19,3,36,"182702",5,149
19,4,42,"182702",5,149
19,5,49,"182702",5,149
20,1,3,"182702",5,149
20,2,7,"182702",5,149
20,3,24,"182702",5,149
20,4,52,"182702",5,149
20,5,63,"182702",5,149
21,1,16,"182702",5,149
21,2,18,"182702",5,149
21,3,23,"182702",5,149
21,4,35,"182702",5,149
21,5,57,"182702",5,149
22,1,5,"182702",5,149
22,2,5,"182702",5,149
22,3,5,"182702",5,149
22,4,50,"182702",5,149
22,5,84,"182702",5,149
23,1,1,"182702",5,149
23,2,7,"182702",5,149
23,3,10,"182702",5,149
23,4,26,"182702",5,149
23,5,105,"182702",5,149
24,1,5,"182702",5,149
24,2,9,"182702",5,149
24,3,9,"182702",5,149
24,4,47,"182702",5,149
24,5,79,"182702",5,149
25,1,2,"182702",5,149
25,2,3,"182702",5,149
25,3,28,"182702",5,149
25,4,38,"182702",5,149
25,5,78,"182702",5,149
26,1,11,"182702",5,149
26,2,11,"182702",5,149
26,3,11,"182702",5,149
26,4,24,"182702",5,149
26,5,92,"182702",5,149
27,1,4,"182702",5,149
27,2,20,"182702",5,149
27,3,26,"182702",5,149
27,4,33,"182702",5,149
27,5,66,"182702",5,149
28,1,1,"182702",5,149
28,2,2,"182702",5,149
28,3,36,"182702",5,149
28,4,41,"182702",5,149
28,5,69,"182702",5,149
29,1,6,"182702",5,149
29,2,10,"182702",5,149
29,3,19,"182702",5,149
29,4,47,"182702",5,149
29,5,67,"182702",5,149
30,1,6,"182702",5,149
