"sim","rank","abund","nparts","s0","n0"
1,1,1,"101",21,34
1,2,1,"101",21,34
1,3,1,"101",21,34
1,4,1,"101",21,34
1,5,1,"101",21,34
1,6,1,"101",21,34
1,7,1,"101",21,34
1,8,1,"101",21,34
1,9,1,"101",21,34
1,10,1,"101",21,34
1,11,1,"101",21,34
1,12,1,"101",21,34
1,13,1,"101",21,34
1,14,1,"101",21,34
1,15,1,"101",21,34
1,16,1,"101",21,34
1,17,1,"101",21,34
1,18,1,"101",21,34
1,19,1,"101",21,34
1,20,1,"101",21,34
1,21,14,"101",21,34
2,1,1,"101",21,34
2,2,1,"101",21,34
2,3,1,"101",21,34
2,4,1,"101",21,34
2,5,1,"101",21,34
2,6,1,"101",21,34
2,7,1,"101",21,34
2,8,1,"101",21,34
2,9,1,"101",21,34
2,10,1,"101",21,34
2,11,1,"101",21,34
2,12,1,"101",21,34
2,13,1,"101",21,34
2,14,1,"101",21,34
2,15,1,"101",21,34
2,16,1,"101",21,34
2,17,1,"101",21,34
2,18,1,"101",21,34
2,19,4,"101",21,34
2,20,6,"101",21,34
2,21,6,"101",21,34
3,1,1,"101",21,34
3,2,1,"101",21,34
3,3,1,"101",21,34
3,4,1,"101",21,34
3,5,1,"101",21,34
3,6,1,"101",21,34
3,7,1,"101",21,34
3,8,1,"101",21,34
3,9,1,"101",21,34
3,10,1,"101",21,34
3,11,1,"101",21,34
3,12,1,"101",21,34
3,13,1,"101",21,34
3,14,1,"101",21,34
3,15,1,"101",21,34
3,16,1,"101",21,34
3,17,2,"101",21,34
3,18,2,"101",21,34
3,19,2,"101",21,34
3,20,6,"101",21,34
3,21,6,"101",21,34
4,1,1,"101",21,34
4,2,1,"101",21,34
4,3,1,"101",21,34
4,4,1,"101",21,34
4,5,1,"101",21,34
4,6,1,"101",21,34
4,7,1,"101",21,34
4,8,1,"101",21,34
4,9,1,"101",21,34
4,10,1,"101",21,34
4,11,1,"101",21,34
4,12,1,"101",21,34
4,13,1,"101",21,34
4,14,1,"101",21,34
